Cash On Hand; Receivables; Inventory; Pre-Paid Expenses; Other Current Assets; Total Current Assets; Property, Plant, And Equipment; Long-Term Investments; Goodwill And Intangible Assets; Other Long-Term Assets; Total Long-Term Assets; Total Assets; Total Current Liabilities; Long Term Debt; Other Non-Current Liabilities; Total Long Term Liabilities; Total Liabilities; Common Stock Net; Retained Earnings (Accumulated Deficit); Comprehensive Income; Other Share Holders Equity; Share Holder Equity; Total Liabilities And Share Holders Equity
2021-01-31; 17741000000.0; 6516000000.0; 44949000000.0; 20861000000.0; ; 90067000000.0; 92201000000.0; ; 28983000000.0; 23598000000.0; 162429000000.0; 252496000000.0; 92645000000.0; 45041000000.0; ; 72320000000.0; 164965000000.0; 282000000.0; 88763000000.0; -11766000000.0; ; 87531000000.0; 252496000000.0; 
2020-01-31; 9465000000.0; 6284000000.0; 44435000000.0; 1622000000.0; ; 61806000000.0; 105208000000.0; ; 31073000000.0; 16567000000.0; 174689000000.0; 236495000000.0; 77790000000.0; 48021000000.0; ; 77153000000.0; 154943000000.0; 284000000.0; 83943000000.0; -12805000000.0; ; 81552000000.0; 236495000000.0; 
2019-01-31; 7722000000.0; 6283000000.0; 44269000000.0; 3623000000.0; ; 61897000000.0; 104317000000.0; ; 31181000000.0; 14822000000.0; 157398000000.0; 219295000000.0; 77477000000.0; 50203000000.0; ; 62184000000.0; 139661000000.0; 288000000.0; 80785000000.0; -11542000000.0; ; 79634000000.0; 219295000000.0; 
2018-01-31; 6756000000.0; 5614000000.0; 43783000000.0; 3511000000.0; ; 59664000000.0; 107675000000.0; ; 18242000000.0; 11798000000.0; 144858000000.0; 204522000000.0; 78521000000.0; 36825000000.0; ; 45179000000.0; 123700000000.0; 295000000.0; 85107000000.0; -10181000000.0; ; 80822000000.0; 204522000000.0; 
2017-01-31; 6867000000.0; 5835000000.0; 43046000000.0; 1941000000.0; ; 57689000000.0; 107710000000.0; ; 17037000000.0; 9921000000.0; 141136000000.0; 198825000000.0; 66928000000.0; 42018000000.0; ; 51362000000.0; 118290000000.0; 305000000.0; 89354000000.0; -14232000000.0; ; 80535000000.0; 198825000000.0; 
2016-01-31; 8705000000.0; 5624000000.0; 44469000000.0; 1441000000.0; ; 60239000000.0; 110171000000.0; ; 16695000000.0; 6131000000.0; 139342000000.0; 199581000000.0; 64619000000.0; 44030000000.0; ; 51351000000.0; 115970000000.0; 317000000.0; 90021000000.0; -11597000000.0; ; 83611000000.0; 199581000000.0; 
2015-01-31; 9135000000.0; 6778000000.0; 45141000000.0; 2224000000.0; ; 63278000000.0; 114280000000.0; ; 18102000000.0; 5455000000.0; 140212000000.0; 203490000000.0; 65253000000.0; 43495000000.0; ; 52300000000.0; 117553000000.0; 323000000.0; 85777000000.0; -7168000000.0; ; 85937000000.0; 203490000000.0; 
2014-01-31; 7281000000.0; 6677000000.0; 44858000000.0; 1909000000.0; ; 61185000000.0; 115364000000.0; ; 19510000000.0; 6149000000.0; 143566000000.0; 204751000000.0; 69345000000.0; 44559000000.0; ; 54067000000.0; 123412000000.0; 323000000.0; 76566000000.0; -2996000000.0; ; 81339000000.0; 204751000000.0; 
2013-01-31; 7781000000.0; 6768000000.0; 43803000000.0; 1551000000.0; ; 59940000000.0; 113929000000.0; ; 20497000000.0; 5987000000.0; 143165000000.0; 203105000000.0; 71818000000.0; 41417000000.0; ; 49549000000.0; 121367000000.0; 332000000.0; 72978000000.0; -587000000.0; ; 81738000000.0; 203105000000.0; 
2012-01-31; 6550000000.0; 5937000000.0; 40714000000.0; 1774000000.0; ; 54975000000.0; 109603000000.0; ; 20651000000.0; 5456000000.0; 138431000000.0; 193406000000.0; 62300000000.0; 47079000000.0; ; 55345000000.0; 117645000000.0; 342000000.0; 68691000000.0; -1410000000.0; ; 75761000000.0; 193406000000.0; 
2011-01-31; 7395000000.0; 5089000000.0; 36437000000.0; 2960000000.0; ; 52012000000.0; 105098000000.0; ; 16763000000.0; 4129000000.0; 128770000000.0; 180782000000.0; 58603000000.0; 43842000000.0; ; 50932000000.0; 109535000000.0; 352000000.0; 63967000000.0; 646000000.0; ; 71247000000.0; 180782000000.0; 
2010-01-31; 7907000000.0; 4144000000.0; 32713000000.0; 3128000000.0; ; 48032000000.0; 99544000000.0; ; 16126000000.0; 3942000000.0; 122375000000.0; 170407000000.0; 55543000000.0; 36401000000.0; ; 42216000000.0; 97759000000.0; 378000000.0; 66357000000.0; -70000000.0; ; 72648000000.0; 170407000000.0; 
2009-01-31; 7275000000.0; 3905000000.0; 34511000000.0; 3063000000.0; ; 48949000000.0; 92856000000.0; ; 15260000000.0; 3567000000.0; 114480000000.0; 163429000000.0; 55390000000.0; 34549000000.0; ; 40960000000.0; 96350000000.0; 393000000.0; 63660000000.0; -2688000000.0; ; 67079000000.0; 163429000000.0; 
