Cash On Hand; Receivables; Inventory; Pre-Paid Expenses; Other Current Assets; Total Current Assets; Property, Plant, And Equipment; Long-Term Investments; Goodwill And Intangible Assets; Other Long-Term Assets; Total Long-Term Assets; Total Assets; Total Current Liabilities; Long Term Debt; Other Non-Current Liabilities; Total Long Term Liabilities; Total Liabilities; Common Stock Net; Retained Earnings (Accumulated Deficit); Comprehensive Income; Other Share Holders Equity; Share Holder Equity; Total Liabilities And Share Holders Equity
2021-12-31; 116924000000.0; 125201000000.0; ; ; ; 242125000000.0; 3442000000.0; 390054000000.0; 21331000000.0; 10318000000.0; 425145000000.0; 667270000000.0; 592095000000.0; 18914000000.0; ; 18914000000.0; 611009000000.0; 21000000.0; 25992000000.0; -1109000000.0; ; 56261000000.0; 667270000000.0; 
2020-12-31; 90747000000.0; 88253000000.0; ; ; ; 179000000000.0; 2883000000.0; 337400000000.0; 21943000000.0; 7783000000.0; 370009000000.0; 549009000000.0; 479317000000.0; 13632000000.0; ; 13632000000.0; 492949000000.0; 21000000.0; 21975000000.0; 5394000000.0; ; 56060000000.0; 549009000000.0; 
2019-12-31; 49828000000.0; 39979000000.0; ; ; ; 89807000000.0; 2128000000.0; 196128000000.0; 1355000000.0; 4587000000.0; 204198000000.0; 294005000000.0; 264830000000.0; 7430000000.0; ; 7430000000.0; 272260000000.0; 15000000.0; 19960000000.0; 88000000.0; ; 21745000000.0; 294005000000.0; 
2018-12-31; 41501000000.0; 38260000000.0; ; ; ; 79761000000.0; 1769000000.0; 210587000000.0; 1227000000.0; 3138000000.0; 216721000000.0; 296482000000.0; 268934000000.0; 6878000000.0; ; 6878000000.0; 275812000000.0; 15000000.0; 17329000000.0; -252000000.0; ; 20670000000.0; 296482000000.0; 
2017-12-31; 29356000000.0; 158629000000.0; 50534000000.0; ; ; 238519000000.0; 1471000000.0; ; 1227000000.0; 2057000000.0; 4755000000.0; 243274000000.0; 219996000000.0; 4753000000.0; ; 4753000000.0; 224749000000.0; 15000000.0; 14408000000.0; -152000000.0; ; 18525000000.0; 243274000000.0; 
2016-12-31; 33002000000.0; 33286000000.0; 449000000.0; ; ; 66737000000.0; 1299000000.0; 152568000000.0; 1371000000.0; 1408000000.0; 156646000000.0; 223383000000.0; 204086000000.0; 2876000000.0; ; 2876000000.0; 206962000000.0; 15000000.0; 12649000000.0; -163000000.0; ; 16421000000.0; 223383000000.0; 
2015-12-31; 31576000000.0; 32229000000.0; 533000000.0; ; ; 64338000000.0; 1145000000.0; 115653000000.0; 1408000000.0; 1161000000.0; 119367000000.0; 183705000000.0; 167426000000.0; 2877000000.0; ; 2877000000.0; 170303000000.0; 15000000.0; 11253000000.0; -134000000.0; ; 13402000000.0; 183705000000.0; 
2014-12-31; 32144000000.0; 29537000000.0; 516000000.0; ; ; 62197000000.0; 1039000000.0; 89172000000.0; 1454000000.0; 780000000.0; 92445000000.0; 154642000000.0; 140940000000.0; 1899000000.0; ; 1899000000.0; 142839000000.0; 15000000.0; 10198000000.0; 165000000.0; ; 11803000000.0; 154642000000.0; 
2013-12-31; 31281000000.0; 26879000000.0; 517000000.0; ; ; 58677000000.0; 790000000.0; 81936000000.0; 1493000000.0; 746000000.0; 84965000000.0; 143642000000.0; 131358000000.0; 1903000000.0; ; 1903000000.0; 133261000000.0; 15000000.0; 9253000000.0; 9000000.0; ; 10381000000.0; 143642000000.0; 
2012-12-31; 41132000000.0; 24517000000.0; 636000000.0; ; ; 66285000000.0; 675000000.0; 64317000000.0; 1547000000.0; 813000000.0; 67352000000.0; 133637000000.0; 122416000000.0; 1632000000.0; ; 1632000000.0; 124048000000.0; 15000000.0; 8554000000.0; 298000000.0; ; 9589000000.0; 133637000000.0; 
2011-12-31; 34713000000.0; 21184000000.0; 593000000.0; ; ; 56490000000.0; 685000000.0; 49073000000.0; 1487000000.0; 818000000.0; 52063000000.0; 108553000000.0; 98838000000.0; 2001000000.0; ; 2001000000.0; 100839000000.0; 15000000.0; 7978000000.0; 8000000.0; ; 7714000000.0; 108553000000.0; 
2010-12-31; 27680000000.0; 20560000000.0; 337000000.0; ; ; 48577000000.0; 624000000.0; 41755000000.0; 685000000.0; 927000000.0; 43991000000.0; 92568000000.0; 84336000000.0; 2006000000.0; ; 2006000000.0; 86342000000.0; 14000000.0; 7409000000.0; 16000000.0; ; 6226000000.0; 92568000000.0; 
2009-12-31; 26614000000.0; 16639000000.0; 916000000.0; ; ; 44169000000.0; 641000000.0; 28959000000.0; 528000000.0; 1134000000.0; 31262000000.0; 75431000000.0; 68846000000.0; 1512000000.0; ; 1512000000.0; 70358000000.0; 14000000.0; 7243000000.0; -191000000.0; ; 5073000000.0; 75431000000.0; 
